id,Exited
165034,0.05050780994230025
165035,2.4976659633469946
165036,0.05860997508353219
165037,0.6171992625873288
165038,1.1666428284324633
165039,0.15048727948330265
165040,0.08349720383590845
165041,0.258475654379398
165042,1.8924212129444444
165043,0.02178246694016624
165044,0.34682736557687704
165045,0.052960400134838284
165046,0.03000209785162859
165047,0.5437418162525613
165048,1.952821664958992
165049,0.14599040652057382
165050,0.2793478912262488
165051,1.0884980070293446
165052,0.07054334361106274
165053,0.26434692920327335
165054,0.05061466816276388
165055,0.2738310684940725
165056,0.7201377099692868
165057,0.031599225386070975
165058,1.5696026970838326
165059,0.34757226216962195
165060,2.9018708916472304
165061,1.7341554079296815
165062,0.5037787049668627
165063,1.4228568933383219
165064,0.060109547889064786
165065,0.12117588373641763
165066,0.33029011447715906
165067,0.4713560104973211
165068,0.08681905636253154
165069,0.017522857438027662
165070,2.3827814088265873
165071,0.07839315113754723
165072,0.30120061472450116
165073,2.7176742263301854
165074,1.6220711614334398
165075,0.6177108163947308
165076,0.3952610271483268
165077,0.021897535014672447
165078,0.9733119678893329
165079,0.5012910372385648
165080,0.024748477456992508
165081,0.1268632124944643
165082,0.020795906824837125
165083,1.452380808642672
165084,0.3321713198840237
165085,0.015420376620832047
165086,0.03201309531304732
165087,1.7950945032622934
165088,0.05164440657906934
165089,0.28885473051012284
165090,0.21323031100573642
165091,0.04159732246574159
165092,0.07605432283451888
165093,0.4539844260542104
165094,0.04712282134758945
165095,0.20682310215880095
165096,0.5897364632452793
165097,0.3874185373167997
165098,0.08618570448486174
165099,0.024524821543605434
165100,2.708340225949301
165101,0.13008706181562574
165102,0.14499388862679508
165103,0.05235508751906344
165104,0.4084411902729369
165105,1.5034427437771096
165106,1.0310451631612612
165107,0.21307871349349472
165108,0.04472885535047679
165109,0.7450077280968512
165110,0.20062095503071467
165111,0.12362964288209377
165112,0.16828941320254037
165113,0.07401643285512252
165114,0.03616550713010896
165115,0.06475542616925058
165116,1.2687287003867866
165117,0.1360724366668577
165118,1.083353701090627
165119,0.24884518707275732
165120,0.14385229096706792
165121,0.7053620560814171
165122,0.6546395338907638
165123,0.2146196614436436
165124,0.5737329720415028
165125,0.07208389907890461
165126,0.09504697034343182
165127,0.03926555081000842
165128,0.03933523084956466
165129,0.0428937907456409
165130,2.8755708910343625
165131,0.06891152356090936
165132,0.6909480286293983
165133,0.4026864917147918
165134,0.02502584016972135
165135,0.12285974586142737
165136,0.016138796215156667
165137,1.5058161447065312
165138,2.1544756358824344
165139,1.894673567071846
165140,0.25051039148795345
165141,0.08453762235677292
165142,0.02263972691118161
165143,0.2650203104754465
165144,0.5941376846357308
165145,1.4035144794812744
165146,0.6499562695053132
165147,0.14130559517031152
165148,0.28126096426570985
165149,0.08280762785317794
165150,0.04268381076845712
165151,2.1103189308840387
165152,1.7245523305850892
165153,0.13008348580647966
165154,0.030843467449315376
165155,0.09211301968587485
165156,0.023425093477503225
165157,0.07479463004491488
165158,1.1332944136942498
