id,Exited
165034,0.01683593664743342
165035,0.8325553211156649
165036,0.019536658361177395
165037,0.2057330875291096
165038,0.3888809428108211
165039,0.05016242649443422
165040,0.02783240127863615
165041,0.08615855145979934
165042,0.6308070709814815
165043,0.0072608223133887465
165044,0.11560912185895901
165045,0.01765346671161276
165046,0.010000699283876197
165047,0.18124727208418712
165048,0.6509405549863306
165049,0.04866346884019127
165050,0.09311596374208293
165051,0.36283266900978156
165052,0.023514447870354244
165053,0.08811564306775778
165054,0.016871556054254628
165055,0.09127702283135751
165056,0.2400459033230956
165057,0.010533075128690325
165058,0.5232008990279442
165059,0.11585742072320732
165060,0.9672902972157434
165061,0.5780518026432272
165062,0.16792623498895423
165063,0.47428563111277394
165064,0.020036515963021594
165065,0.04039196124547254
165066,0.11009670482571969
165067,0.15711867016577372
165068,0.028939685454177178
165069,0.005840952479342554
165070,0.7942604696088624
165071,0.02613105037918241
165072,0.10040020490816705
165073,0.9058914087767285
165074,0.5406903871444799
165075,0.20590360546491027
165076,0.13175367571610894
165077,0.007299178338224149
165078,0.32443732262977765
165079,0.16709701241285493
165080,0.00824949248566417
165081,0.042287737498154766
165082,0.006931968941612375
165083,0.484126936214224
165084,0.11072377329467457
165085,0.005140125540277349
165086,0.010671031771015775
165087,0.5983648344207645
165088,0.017214802193023113
165089,0.09628491017004094
165090,0.07107677033524547
165091,0.013865774155247196
165092,0.025351440944839626
165093,0.15132814201807013
165094,0.01570760711586315
165095,0.06894103405293366
165096,0.19657882108175975
165097,0.12913951243893323
165098,0.028728568161620577
165099,0.008174940514535144
165100,0.9027800753164336
165101,0.04336235393854191
165102,0.048331296208931694
165103,0.017451695839687812
165104,0.1361470634243123
165105,0.5011475812590366
165106,0.3436817210537537
165107,0.0710262378311649
165108,0.01490961845015893
165109,0.24833590936561709
165110,0.06687365167690489
165111,0.04120988096069792
165112,0.056096471067513455
165113,0.02467214428504084
165114,0.012055169043369653
165115,0.02158514205641686
165116,0.42290956679559555
165117,0.045357478888952564
165118,0.3611179003635423
165119,0.08294839569091911
165120,0.04795076365568931
165121,0.23512068536047237
165122,0.21821317796358794
165123,0.0715398871478812
165124,0.19124432401383426
165125,0.024027966359634872
165126,0.031682323447810606
165127,0.013088516936669473
165128,0.013111743616521553
165129,0.014297930248546966
165130,0.9585236303447875
165131,0.022970507853636454
165132,0.23031600954313278
165133,0.13422883057159726
165134,0.00834194672324045
165135,0.040953248620475786
165136,0.005379598738385556
165137,0.5019387149021771
165138,0.7181585452941448
165139,0.6315578556906153
165140,0.08350346382931782
165141,0.028179207452257642
165142,0.007546575637060537
165143,0.0883401034918155
165144,0.19804589487857693
165145,0.4678381598270915
165146,0.2166520898351044
165147,0.047101865056770505
165148,0.09375365475523662
165149,0.02760254261772598
165150,0.01422793692281904
165151,0.7034396436280129
165152,0.5748507768616964
165153,0.04336116193549322
165154,0.010281155816438459
165155,0.030704339895291616
165156,0.0078083644925010754
165157,0.024931543348304958
165158,0.3777648045647499
165159,0.14095529945964716
165160,0.048998878928651866
165161,0.016929895207866166
165162,0.7508881738012501
165163,0.015261257172602868
165164,0.015648020796761808
165165,0.09637112531550988
165166,0.9552079199532635
165167,0.05276868907964912
165168,0.06162089564660015
165169,0.1263569947637161
165170,0.11213771310411963
165171,0.05543625868359111
165172,0.41979810874469825
165173,0.1274771080065822
165174,0.015556835889327159
165175,0.07681708779735456
165176,0.014992936860933134
165177,0.03207346345333709
165178,0.5250073326162488
165179,0.6846400059363876
165180,0.022993282916526747
165181,0.899870491001375
165182,0.11975073725120762
165183,0.03343834982912444
165184,0.03659745604264508
165185,0.026115978321356675
165186,0.0065561516591690835
165187,0.9807792560657852
165188,0.8302182291034711
165189,0.020585240019121803
165190,0.009087431490024729
165191,0.09779900882742122
165192,0.11330211023012388
165193,0.12234347908143622
165194,0.28792434656575394
165195,0.12632057430175755
165196,0.32528439457482256
165197,0.7472434059847677
165198,0.7927878349046159
165199,0.08402194485386816
165200,0.3109931481834662
165201,0.7114018859570687
165202,0.7523680252558855
165203,0.7721818838722093
165204,0.6682279338855706
165205,0.026015757527403437
165206,0.15728542657291947
165207,0.06929173121176606
165208,0.03993208950025908
165209,0.19135411197792074
165210,0.4231094904235944
165211,0.948829325568108
165212,0.04559432523603216
165213,0.02317637602516806
165214,0.8471321376365196
165215,0.34771421662769314
165216,0.03649401193978036
165217,0.003689719267253405
165218,0.015765771425245677
165219,0.7689193527154429
165220,0.43490420327614143
165221,0.09927850567320244
165222,0.1833823147999586
165223,0.08746883397552686
165224,0.0357553676147319
165225,0.9100364256955181
165226,0.9013672071125333
165227,0.20801444682079195
165228,0.16027844110761155
165229,0.35692396366261664
165230,0.9016299674364614
165231,0.014519970041710186
165232,0.004118098296914245
165233,0.043141211364309075
165234,0.18111263148535472
165235,0.009124587373433525
165236,0.6242989764065983
165237,0.021792283354343578
165238,0.20091544960951446
165239,0.025356100531863837
165240,0.007056259305686839
165241,0.006776277032701489
165242,0.21261859531349317
165243,0.0332805003541327
165244,0.570405160710918
165245,0.0047793786901560555
165246,0.03838173118396496
165247,0.025019862465348458
165248,0.03408265640519759
165249,0.25839724085172694
165250,0.00835277372676546
165251,0.009537579154338588
165252,0.34126567936655344
165253,0.2459118508946074
165254,0.009459678104731471
165255,0.11318729132547391
165256,0.21447860298242483
165257,0.0448623722616038
165258,0.7206803717863474
165259,0.4170369234735765
165260,0.4039607081381004
165261,0.8817163214852916
165262,0.42744120739588115
165263,0.009766185846981336
165264,0.026640736207344962
165265,0.017582965377859885
